LoanID,IssuDate,FinalDate,LoanAmount,InterestRate,DTI,TotalRecPrncp,Recoveries,Installment,TermInMonths,LoanDetailsID,DisbursementID,BorrowerID,BranchID
24888,1/10/2010,1/12/2019,1200,15.21,2.43,1200,0,41.73,36,24888,1,594947,B24
24889,1/10/2010,1/12/2019,11200,13.61,11.26,11200,0,258.35,60,24889,1,594944,B41
24890,1/10/2010,1/12/2019,16750,17.93,21.64,16750,0,424.71,60,24890,1,594908,B6
24891,1/10/2010,1/12/2019,8000,13.98,18.94,8000,0,273.35,36,24891,1,594924,B3
24892,1/10/2010,1/12/2019,5000,7.88,2,5000,0,156.41,36,24892,1,594906,B41
24893,1/10/2010,1/12/2019,10000,7.88,10.63,10000,0,312.82,36,24893,1,594884,B10
24894,1/10/2010,1/12/2019,13000,13.61,20.47,13000.01,0,441.86,36,24894,1,590818,B2
24895,1/10/2010,1/12/2019,15000,17.56,13,15000,0,377.33,60,24895,1,594883,B14
24896,1/10/2010,1/12/2019,4900,15.95,0.67,4900,0,172.15,36,24896,1,594873,B14
24897,1/10/2010,1/12/2019,6200,16.45,14.31,6200,0,152.26,60,24897,1,589526,B14
24898,1/10/2010,1/12/2019,20000,11.86,2.89,20000,0,443.48,60,24898,1,594814,B2
24899,1/10/2010,1/12/2019,3000,11.49,3.67,3000,0,98.92,36,24899,1,594800,B1
24900,1/10/2010,1/12/2019,24000,7.88,14.41,24000.01,0,750.75,36,24900,1,594790,B2
24901,1/10/2010,1/12/2019,2800,14.35,21.63,2800,0,96.18,36,24901,1,594569,B33
24902,1/10/2010,1/12/2019,25000,10.75,15.7,24999.99,0,815.52,36,24902,1,594789,B14
24903,1/10/2010,1/12/2019,6250,11.49,7.35,6250,0,206.08,36,24903,1,594769,B28
24904,1/10/2010,1/12/2019,22750,15.21,16.19,20800,0,497.13,60,24904,1,594768,B10
24905,1/10/2010,1/12/2019,4500,7.88,2.68,4500,0,90.99,60,24905,1,594744,B10
24906,1/10/2010,1/12/2019,12000,15.21,20.04,12000,0,417.22,36,24906,1,566017,B28
24907,1/10/2010,1/12/2019,24000,11.49,1.37,18599.99,0,408.97,60,24907,1,577122,B2
24908,1/10/2010,1/12/2019,8000,13.61,11.82,8000,0,184.54,60,24908,1,549140,B14
24909,1/10/2010,1/12/2019,7500,10.75,5.25,7500,0,162.14,60,24909,1,594563,B14
24910,1/10/2010,1/12/2019,3500,13.61,14.97,3500,0,80.74,60,24910,1,594520,B9
24911,1/10/2010,1/12/2019,4800,6.39,13.65,4800,0,146.88,36,24911,1,591691,B14
24912,1/10/2010,1/12/2019,8500,11.49,15.11,8500,0,280.26,36,24912,1,594026,B14
24913,1/10/2010,1/12/2019,23000,14.84,19.29,11078.52,682.15,795.51,36,24913,1,594450,B33
24914,1/10/2010,1/12/2019,14000,11.86,6.74,14000,0,310.44,60,24914,1,594452,B14
24915,1/10/2010,1/12/2019,11000,11.49,1.68,6401.58,633.17,241.87,60,24915,1,594206,B28
24916,1/10/2010,1/12/2019,3000,15.58,10.38,3000,0,104.86,36,24916,1,594434,B12
24917,1/10/2010,1/12/2019,5000,14.72,4,5000,0,172.65,36,24917,1,594379,B3
24918,1/10/2010,1/12/2019,5600,13.23,13.42,5600,0,128.08,60,24918,1,594374,B27
24919,1/10/2010,1/12/2019,10000,14.35,2.11,10000,0,343.48,36,24919,1,593062,B12
24920,1/10/2010,1/12/2019,11000,7.51,9.42,10999.99,0,342.22,36,24920,1,594305,B14
24921,1/10/2010,1/12/2019,22000,16.32,24.43,15049.99,0,368.56,60,24921,1,594289,B14
24922,1/10/2010,1/12/2019,6000,11.49,2.26,6000.01,0,197.83,36,24922,1,594290,B22
24923,1/10/2010,1/12/2019,1500,11.86,12.88,1500,0,49.73,36,24923,1,594284,B33
24924,1/10/2010,1/12/2019,4000,11.86,22.69,4000,0,132.59,36,24924,1,591511,B28
24925,1/10/2010,1/12/2019,11000,17.19,3.53,11000,0,393.23,36,24925,1,594261,B3
24926,1/10/2010,1/12/2019,5000,13.23,19.2,5000,0,169.03,36,24926,2,594257,B36
24927,1/10/2010,1/12/2019,9800,15.21,16.45,9800,0,234.23,60,24927,1,594190,B14
24928,1/10/2010,1/12/2019,15000,18.3,16.08,12300,0,314.35,60,24928,1,592279,B22
24929,1/10/2010,1/12/2019,20000,11.49,7.76,19999.99,0,439.76,60,24929,1,594196,B35
24930,1/10/2010,1/12/2019,10500,17.19,21.08,10500,0,262.03,60,24930,1,592829,B7
24931,1/10/2010,1/12/2019,3000,6.39,9.67,3000,0,91.8,36,24931,1,593875,B14
24932,1/10/2010,1/12/2019,1500,7.14,4.38,1500,0,46.42,36,24932,1,594131,B14
24933,1/10/2010,1/12/2019,6000,13.23,20.78,6000,0,202.83,36,24933,1,594115,B12
24934,1/10/2010,1/12/2019,19200,13.23,6.36,19200,0,439.13,60,24934,1,592552,B36
24935,1/10/2010,1/12/2019,10075,13.98,19.62,10075,0,344.25,36,24935,1,594081,B9
24936,1/10/2010,1/12/2019,19000,10.75,6.19,19000,0,410.75,60,24936,1,580676,B47
24937,1/10/2010,1/12/2019,12250,13.98,22.55,3216.92,404.07,234.91,60,24937,1,594052,B36
24938,1/10/2010,1/12/2019,16000,11.49,17.8,15999.99,0,351.81,60,24938,1,594030,B30
24939,1/10/2010,1/12/2019,6400,17.19,10.04,6400,0,159.72,60,24939,1,593880,B2
24940,1/10/2010,1/12/2019,15000,11.86,3.79,15000,0,497.22,36,24940,1,591361,B12
24941,1/10/2010,1/12/2019,20000,11.49,4.64,20000,0,439.76,60,24941,1,593976,B26
24942,1/10/2010,1/12/2019,20000,13.23,8.57,20000,0,457.42,60,24942,1,571035,B14
24943,1/10/2010,1/12/2019,20000,13.23,23.98,6459.91,13.22,457.42,60,24943,1,593417,B1
24944,1/10/2010,1/12/2019,8000,7.51,22.23,8000,0,248.89,36,24944,1,593940,B14
24945,1/10/2010,1/12/2019,4200,13.98,18.03,4200,0,143.51,36,24945,1,593772,B2
24946,1/10/2010,1/12/2019,5000,13.98,14.01,5000,0,116.29,60,24946,1,593916,B14
24947,1/10/2010,1/12/2019,6000,7.88,10.65,6000,0,187.69,36,24947,1,593901,B2
24948,1/10/2010,1/12/2019,10800,17.19,14.32,1351.58,10.43,269.52,60,24948,1,593853,B3
24949,1/10/2010,1/12/2019,6250,7.88,14.29,6250,0,195.51,36,24949,1,592598,B2
24950,1/10/2010,1/12/2019,1000,16.32,5.33,0,44.92,35.32,36,24950,1,593837,B14
24951,1/10/2010,1/12/2019,10000,15.95,7.28,10000,0,351.33,36,24951,1,593790,B14
24952,1/10/2010,1/12/2019,15000,13.61,13.1,14999.99,0,509.83,36,24952,1,593793,B11
24953,1/10/2010,1/12/2019,5700,11.12,14.79,5700.01,0,186.94,36,24953,1,593800,B22
24954,1/10/2010,1/12/2019,9000,14.84,9.52,6347.76,1019.55,311.29,36,24954,1,593140,B6
24955,1/10/2010,1/12/2019,15000,11.86,7.35,15000,0,332.61,60,24955,1,593735,B21
24956,1/10/2010,1/12/2019,10000,11.86,11.15,9999.99,0,331.48,36,24956,1,593608,B2
24957,1/10/2010,1/12/2019,7000,11.12,7.99,7000,0,152.62,60,24957,1,585302,B10
24958,1/10/2010,1/12/2019,25000,11.12,6.4,25000,0,819.89,36,24958,1,592932,B5
24959,1/10/2010,1/12/2019,8000,14.35,14.28,8000,0,274.79,36,24959,1,593733,B19
24960,1/10/2010,1/12/2019,9600,13.61,9.11,9600,0,326.29,36,24960,1,593696,B14
24961,1/10/2010,1/12/2019,9975,7.51,14.55,9975,0,310.34,36,24961,1,593029,B14
24962,1/10/2010,1/12/2019,12500,15.95,9.75,12500.01,0,439.16,36,24962,1,593712,B7
24963,1/10/2010,1/12/2019,17000,15.58,5.89,17000,0,409.63,60,24963,1,585254,B14
24964,1/10/2010,1/12/2019,6000,10.75,21.98,6000,0,129.71,60,24964,1,584687,B14
24965,1/10/2010,1/12/2019,5000,10.38,15.99,5000.01,0,162.23,36,24965,1,592738,B2
24966,1/10/2010,1/12/2019,25000,11.86,16.51,25000.01,0,554.35,60,24966,1,593642,B14
24967,1/10/2010,1/12/2019,5000,14.35,10.94,5000.01,0,171.74,36,24967,1,593616,B16
24968,1/10/2010,1/12/2019,7800,10.75,10.23,7800,0,168.63,60,24968,1,591983,B9
24969,1/10/2010,1/12/2019,7000,13.98,13.72,7000,0,162.81,60,24969,1,593617,B4
24970,1/10/2010,1/12/2019,1500,16.32,24.57,1500,0,52.98,36,24970,1,592949,B2
24971,1/10/2010,1/12/2019,16000,16.45,16.6,2040.67,638.21,392.93,60,24971,1,585502,B39
24972,1/10/2010,1/12/2019,4800,10.75,22.53,4799.99,0,103.77,60,24972,1,593573,B20
24973,1/10/2010,1/12/2019,10000,11.86,24.6,10000,0,221.74,60,24973,1,593253,B10
24974,1/10/2010,1/12/2019,24000,11.49,10.15,23999.99,0,527.71,60,24974,1,593048,B11
24975,1/10/2010,1/12/2019,5000,7.88,7.32,5000,0,156.41,36,24975,1,593570,B15
24976,1/10/2010,1/12/2019,2000,7.88,21.29,2000,0,62.57,36,24976,1,593512,B12
24977,1/10/2010,1/12/2019,5000,10.75,12.45,4999.99,0,108.09,60,24977,1,583503,B52
24978,1/10/2010,1/12/2019,1400,11.12,15.41,1400,0,30.53,60,24978,1,591518,B26
24979,1/10/2010,1/12/2019,8000,11.49,16.41,1466.05,22.83,175.91,60,24979,1,593420,B2
24980,1/10/2010,1/12/2019,5400,7.14,15.84,5400,0,167.09,36,24980,1,593362,B19
24981,1/10/2010,1/12/2019,8000,13.61,19.3,8000,0,271.91,36,24981,1,593265,B3
24982,1/10/2010,1/12/2019,20000,13.23,16.87,20000,0,457.42,60,24982,1,591487,B22
24983,1/10/2010,1/12/2019,10000,18.3,8.83,10000,0,255.57,60,24983,1,593254,B3
24984,1/10/2010,1/12/2019,3600,16.45,10.38,3600,0,88.41,60,24984,1,593249,B3
24985,1/10/2010,1/12/2019,25000,16.32,15.57,25000,0,882.89,36,24985,1,593161,B22
24986,1/10/2010,1/12/2019,24000,10.75,20.03,24000,0,782.9,36,24986,1,593259,B20
24987,1/10/2010,1/12/2019,21000,11.86,8.69,21000.01,0,465.65,60,24987,1,593242,B14
24988,1/10/2010,1/12/2019,2000,10.75,21.28,2000,0,65.25,36,24988,1,593225,B14
24989,1/10/2010,1/12/2019,24000,16.45,10.33,24000,0,589.39,60,24989,1,593238,B14
24990,1/10/2010,1/12/2019,25000,15.21,8.8,25000,0,597.51,60,24990,1,593211,B6
24991,1/10/2010,1/12/2019,9000,7.88,2.3,9000,0,181.98,60,24991,1,592402,B3
24992,1/10/2010,1/12/2019,12500,16.82,2.57,12500,0,309.45,60,24992,1,591316,B41
24993,1/10/2010,1/12/2019,25000,11.49,15.49,24999.99,0,549.69,60,24993,1,593189,B3
24994,1/10/2010,1/12/2019,2500,14.35,4.67,2500,0,85.87,36,24994,1,593181,B3
24995,1/10/2010,1/12/2019,2000,7.88,0.43,2000,0,62.57,36,24995,1,586101,B3
24996,1/10/2010,1/12/2019,25000,11.12,4.75,25000.01,0,819.89,36,24996,1,593152,B22
24997,1/10/2010,1/12/2019,7500,11.12,7.56,7500,0,163.52,60,24997,1,592018,B22
24998,1/10/2010,1/12/2019,3600,11.12,12.19,3600,0,118.07,36,24998,1,593147,B11
24999,1/10/2010,1/12/2019,10000,10.75,7.49,10000,0,216.18,60,24999,1,585693,B10
25000,1/10/2010,1/12/2019,15000,18.3,22.06,15000,0,383.36,60,25000,1,593121,B22
25001,1/10/2010,1/12/2019,10000,11.12,12.69,10000,0,327.96,36,25001,1,585470,B3
25002,1/10/2010,1/12/2019,17000,18.67,14.65,17000,0,437.91,60,25002,1,579637,B22
25003,1/10/2010,1/12/2019,4000,10.75,8.48,4000,0,130.49,36,25003,1,588849,B10
25004,1/10/2010,1/12/2019,13000,16.45,24.81,13000,0,459.94,36,25004,1,592017,B43
25005,1/10/2010,1/12/2019,12000,13.61,10.97,2445.41,550.67,276.8,60,25005,1,593066,B14
25006,1/10/2010,1/12/2019,17500,11.12,18.07,17500,0,381.55,60,25006,1,593064,B9
25007,1/10/2010,1/12/2019,2500,16.82,15.75,510.42,93.12,88.91,36,25007,1,593053,B4
25008,1/10/2010,1/12/2019,11200,13.98,24.94,3220.84,368.53,382.69,36,25008,1,593040,B30
25009,1/10/2010,1/12/2019,10000,11.49,23.92,9999.99,0,219.88,60,25009,1,593031,B2
25010,1/10/2010,1/12/2019,7000,10.38,17.64,7000,0,227.13,36,25010,1,591714,B10
25011,1/10/2010,1/12/2019,6400,11.49,4.06,6400,0,211.02,36,25011,1,592064,B12
25012,1/10/2010,1/12/2019,10000,19.04,15.43,4488.3,787.6,259.63,60,25012,1,592953,B2
25013,1/10/2010,1/12/2019,5000,7.51,5.42,5000,0,155.56,36,25013,2,592775,B52
25014,1/10/2010,1/12/2019,6000,13.23,15.07,6000,0,202.83,36,25014,1,592916,B19
25015,1/10/2010,1/12/2019,20000,11.49,10.73,20000,0,659.43,36,25015,1,592930,B28
25016,1/10/2010,1/12/2019,1050,14.72,14.77,1050,0,36.26,36,25016,1,592889,B11
25017,1/10/2010,1/12/2019,5000,15.21,17.46,5000,0,173.85,36,25017,1,592900,B14
25018,1/10/2010,1/12/2019,4000,14.84,10.23,4000,0,138.35,36,25018,1,592832,B17
25019,1/10/2010,1/12/2019,15250,13.98,23.71,15250,0,521.07,36,25019,2,592807,B20
25020,1/10/2010,1/12/2019,8000,13.23,8.86,8000,0,270.44,36,25020,1,592772,B39
25021,1/10/2010,1/12/2019,10000,7.88,17.02,10000,0,312.82,36,25021,1,592362,B31
25022,1/10/2010,1/12/2019,17000,14.35,15.48,17000,0,583.92,36,25022,1,592749,B22
25023,1/10/2010,1/12/2019,3000,10.38,18.56,3000,0,97.34,36,25023,2,592737,B11
25024,1/10/2010,1/12/2019,5000,14.84,10.52,5000,0,172.94,36,25024,1,592672,B17
25025,1/10/2010,1/12/2019,2000,21.27,7.44,2000,0,75.63,36,25025,1,592639,B16
25026,1/10/2010,1/12/2019,3025,15.95,2,3025,0,106.28,36,25026,1,592140,B32
25027,1/10/2010,1/12/2019,2000,10.38,3.75,2000,0,64.9,36,25027,1,587205,B4
25028,1/10/2010,1/12/2019,9600,11.49,9.9,9600,0,211.09,60,25028,2,592635,B22
25029,1/10/2010,1/12/2019,7000,13.61,16.27,6543.05,19.99,161.47,60,25029,1,592571,B6
25030,1/10/2010,1/12/2019,1500,6.76,5.09,1500,0,46.16,36,25030,1,592570,B7
25031,1/10/2010,1/12/2019,5000,16.82,17.72,5000,0,123.78,60,25031,1,592557,B6
25032,1/10/2010,1/12/2019,12000,18.3,2.39,12000,0,306.69,60,25032,1,592550,B14
25033,1/10/2010,1/12/2019,3000,10.38,15.21,3000,0,97.34,36,25033,1,579553,B14
25034,1/10/2010,1/12/2019,1800,13.23,3.08,252.21,69.43,60.85,36,25034,2,592535,B22
25035,1/10/2010,1/12/2019,8000,14.72,4.33,8000,0,276.23,36,25035,1,592483,B9
25036,1/10/2010,1/12/2019,6300,11.49,3.38,6300,0,138.53,60,25036,1,592470,B52
25037,1/10/2010,1/12/2019,14500,16.82,18.71,4821.78,553.85,358.97,60,25037,1,592468,B15
25038,1/10/2010,1/12/2019,11000,13.61,3.08,1529.57,10.63,373.88,36,25038,1,592473,B10
25039,1/10/2010,1/12/2019,9000,15.58,15.78,9000,0,314.56,36,25039,1,588716,B46
25040,1/10/2010,1/12/2019,17000,10.38,19.65,17000.01,0,551.59,36,25040,1,592416,B2
25041,1/10/2010,1/12/2019,16000,13.23,5.15,16000,0,365.94,60,25041,1,573443,B39
25042,1/10/2010,1/12/2019,12000,10.75,8.34,12000,0,391.45,36,25042,1,587945,B12
25043,1/10/2010,1/12/2019,16000,11.86,18.79,15999.99,0,530.36,36,25043,1,592370,B22
25044,1/10/2010,1/12/2019,9000,15.21,13.8,3487.73,19.98,312.92,36,25044,1,592367,B1
25045,1/10/2010,1/12/2019,13000,7.51,10.62,13000,0,404.45,36,25045,1,592359,B20
25046,1/10/2010,1/12/2019,4000,11.86,18.23,4000,0,132.59,36,25046,2,592342,B17
25047,1/10/2010,1/12/2019,16750,14.35,23.11,16750,0,575.33,36,25047,1,590906,B27
25048,1/10/2010,1/12/2019,6000,7.88,16.28,6000,0,187.69,36,25048,1,592230,B14
25049,1/10/2010,1/12/2019,2500,7.14,20.3,1894.33,34.47,77.36,36,25049,1,592263,B14
25050,1/10/2010,1/12/2019,6000,7.14,1.51,6000,0,185.65,36,25050,1,592227,B17
25051,1/10/2010,1/12/2019,11500,7.88,18.69,11500,0,359.74,36,25051,1,585697,B27
25052,1/10/2010,1/12/2019,9700,16.45,24.85,9700,0,238.22,60,25052,1,592008,B14
25053,1/10/2010,1/12/2019,2400,14.72,1.67,2399.99,0,82.87,36,25053,1,592219,B4
25054,1/10/2010,1/12/2019,25000,11.12,9.31,25000,0,819.89,36,25054,1,572573,B4
25055,1/10/2010,1/12/2019,4500,16.45,5.26,1932.28,146.66,159.21,36,25055,1,590309,B26
25056,1/10/2010,1/12/2019,10000,11.49,13.46,2184.56,356.26,329.72,36,25056,1,592186,B11
25057,1/10/2010,1/12/2019,2000,10.75,9.51,2000,0,65.25,36,25057,1,592167,B28
25058,1/10/2010,1/12/2019,10000,18.3,19.23,10000,0,255.57,60,25058,1,591048,B10
25059,1/10/2010,1/12/2019,20000,11.86,15.94,20000,0,443.48,60,25059,1,592131,B3
25060,1/10/2010,1/12/2019,3000,7.51,15.07,3000,0,93.34,36,25060,1,592129,B1
25061,1/10/2010,1/12/2019,12000,7.88,6.81,2114.25,0,375.38,36,25061,1,591054,B14
25062,1/10/2010,1/12/2019,25000,18.3,19.42,25000,0,638.93,60,25062,2,592060,B31
25063,1/10/2010,1/12/2019,8400,7.88,8.88,8400,0,169.84,60,25063,1,590004,B12
25064,1/10/2010,1/12/2019,8400,11.86,23.46,8400,0,278.44,36,25064,1,592052,B27
25065,1/10/2010,1/12/2019,5000,7.51,16.85,5000,0,155.56,36,25065,1,592043,B6
25066,1/10/2010,1/12/2019,10000,10.38,21.9,10000,0,324.46,36,25066,1,592029,B10
25067,1/10/2010,1/12/2019,10000,7.88,8.23,10000,0,312.82,36,25067,2,592019,B17
25068,1/10/2010,1/12/2019,7750,7.51,23.24,4292.68,214.17,241.11,36,25068,1,591989,B2
25069,1/10/2010,1/12/2019,4000,7.88,8.6,4000,0,125.13,36,25069,1,580279,B3
25070,1/10/2010,1/12/2019,14000,14.72,21.52,7023.45,1252.59,483.4,36,25070,2,591965,B2
25071,1/10/2010,1/12/2019,13000,7.88,16.7,13000,0,406.66,36,25071,1,591073,B22
25072,1/10/2010,1/12/2019,5000,14.84,8,5000,0,172.94,36,25072,1,591885,B16
25073,1/10/2010,1/12/2019,5000,10.38,10.81,5000,0,162.23,36,25073,2,591857,B22
25074,1/10/2010,1/12/2019,19750,11.86,22.64,19750.01,0,437.94,60,25074,1,591851,B31
25075,1/10/2010,1/12/2019,6000,16.45,2.99,6000,0,147.35,60,25075,2,591833,B3
25076,1/10/2010,1/12/2019,20000,7.88,17.18,20000,0,625.63,36,25076,1,591828,B2
25077,1/10/2010,1/12/2019,8000,11.49,4.58,1695.34,16.53,175.91,60,25077,1,591799,B4
25078,1/10/2010,1/12/2019,6000,7.51,10.72,6000,0,186.67,36,25078,1,591656,B15
25079,1/10/2010,1/12/2019,6500,14.35,11.55,6500,0,223.27,36,25079,1,591771,B2
25080,1/10/2010,1/12/2019,3000,7.88,0.86,3000,0,60.66,60,25080,1,591736,B50
25081,1/10/2010,1/12/2019,9250,17.19,18.84,9250,0,230.84,60,25081,2,591733,B5
25082,1/10/2010,1/12/2019,10000,11.12,5.49,10000,0,327.96,36,25082,1,591725,B39
25083,1/10/2010,1/12/2019,3000,11.12,4.75,3000,0,98.39,36,25083,1,591721,B25
25084,1/10/2010,1/12/2019,1200,7.14,3.17,1200,0,37.13,36,25084,1,591431,B31
25085,1/10/2010,1/12/2019,6600,7.88,0.86,6600,0,206.46,36,25085,1,591699,B14
25086,1/10/2010,1/12/2019,13000,15.95,14.85,13000,0,315.79,60,25086,2,591700,B20
25087,1/10/2010,1/12/2019,13000,13.98,19.72,13000,0,444.19,36,25087,1,591683,B2
25088,1/10/2010,1/12/2019,4800,13.98,7.75,216.88,0,164.01,36,25088,2,591643,B14
25089,1/10/2010,1/12/2019,8000,7.14,7.89,8000,0,247.53,36,25089,2,566652,B5
25090,1/10/2010,1/12/2019,8000,13.98,15.04,8000,0,273.35,36,25090,1,591571,B14
25091,1/10/2010,1/12/2019,16000,7.88,10.4,16000,0,500.5,36,25091,1,591552,B15
25092,1/10/2010,1/12/2019,3000,7.88,3.7,3000,0,93.85,36,25092,1,591234,B14
25093,1/10/2010,1/12/2019,15000,7.88,1.19,15000,0,469.22,36,25093,2,591503,B14
25094,1/10/2010,1/12/2019,14000,16.32,14.12,14000,0,342.84,60,25094,1,591029,B12
25095,1/10/2010,1/12/2019,11675,11.12,14.2,11675,0,254.55,60,25095,1,591496,B11
25096,1/10/2010,1/12/2019,2000,14.72,15.3,2000,0,69.06,36,25096,1,591472,B9
25097,1/10/2010,1/12/2019,10000,20.16,9.71,10000,0,265.83,60,25097,1,590504,B14
25098,1/10/2010,1/12/2019,24250,11.49,14.37,4469.93,0,533.2,60,25098,1,583852,B14
25099,1/10/2010,1/12/2019,5000,18.3,12.35,5000,0,127.79,60,25099,1,591397,B14
25100,1/10/2010,1/12/2019,3000,13.61,4.15,3000,0,101.97,36,25100,1,591341,B1
25101,1/10/2010,1/12/2019,20000,11.12,11.32,20000,0,655.92,36,25101,2,591330,B2
25102,1/10/2010,1/12/2019,3000,13.23,1,3000,0,101.42,36,25102,1,591298,B12
25103,1/10/2010,1/12/2019,25000,11.86,14.23,24999.99,0,554.35,60,25103,2,591297,B21
25104,1/10/2010,1/12/2019,16800,7.88,4.32,16800,0,525.53,36,25104,1,462079,B14
25105,1/10/2010,1/12/2019,12000,7.88,22.02,12000,0,375.38,36,25105,1,591265,B6
25106,1/10/2010,1/12/2019,20000,13.98,19.59,20000,0,683.36,36,25106,1,576501,B2
25107,1/10/2010,1/12/2019,25000,15.21,9.18,25000,0,597.51,60,25107,1,591247,B14
25108,1/10/2010,1/12/2019,25000,17.56,18.2,25000,0,628.87,60,25108,1,590590,B2
25109,1/10/2010,1/12/2019,6000,11.49,20.9,6000,0,131.93,60,25109,2,591194,B36
25110,1/10/2010,1/12/2019,6000,11.86,12.98,6000.01,0,198.89,36,25110,1,591178,B16
25111,1/10/2010,1/12/2019,2000,13.61,3.95,2000,0,67.98,36,25111,1,590776,B2
25112,1/10/2010,1/12/2019,15000,13.98,1.82,15000,0,348.87,60,25112,1,590273,B52
25113,1/10/2010,1/12/2019,8000,6.76,18.77,8000,0,246.14,36,25113,1,591157,B2
25114,1/10/2010,1/12/2019,20000,17.56,0.26,20000,0,503.1,60,25114,1,591091,B12
25115,1/10/2010,1/12/2019,5000,13.98,8.29,1697.08,0,170.84,36,25115,1,591092,B12
25116,1/10/2010,1/12/2019,7800,13.61,16.27,7799.99,0,179.92,60,25116,2,590568,B22
25117,1/10/2010,1/12/2019,2500,14.35,7.84,2500,0,85.87,36,25117,1,591044,B2
25118,1/10/2010,1/12/2019,13650,7.51,17.14,13650.01,0,424.67,36,25118,1,571836,B14
25119,1/10/2010,1/12/2019,16800,16.45,16.99,16800,0,412.58,60,25119,1,590444,B6
25120,1/10/2010,1/12/2019,2400,13.61,15.11,2400,0,81.58,36,25120,1,589144,B2
25121,1/10/2010,1/12/2019,8000,11.12,1.72,8000,0,262.37,36,25121,1,590994,B14
25122,1/10/2010,1/12/2019,10000,7.51,14.73,10000,0,311.11,36,25122,1,591000,B32
25123,1/10/2010,1/12/2019,5000,15.21,15.6,5000,0,173.85,36,25123,1,590387,B14
25124,1/10/2010,1/12/2019,9000,15.21,4.88,9000,0,215.11,60,25124,1,590946,B2
25125,1/10/2010,1/12/2019,7000,13.23,15.12,7000,0,160.1,60,25125,1,590973,B22
25126,1/10/2010,1/12/2019,8000,13.23,15.01,8000,0,182.97,60,25126,1,590959,B12
25127,1/10/2010,1/12/2019,23000,13.98,13.36,23000,0,785.87,36,25127,1,590933,B6
25128,1/10/2010,1/12/2019,2000,14.35,17.94,520.87,0,68.7,36,25128,1,590809,B14
25129,1/10/2010,1/12/2019,5500,16.32,17.2,5500,0,134.69,60,25129,1,589117,B5
25130,1/10/2010,1/12/2019,3000,6.76,1.68,3000,0,92.31,36,25130,1,590879,B10
25131,1/10/2010,1/12/2019,3500,11.49,4.56,3500,0,76.96,60,25131,1,589755,B14
25132,1/10/2010,1/12/2019,14000,7.51,4.74,14000,0,435.56,36,25132,1,590854,B2
25133,1/10/2010,1/12/2019,8800,15.95,14.46,8800,0,213.77,60,25133,1,590838,B14
25134,1/10/2010,1/12/2019,25000,11.12,20.8,25000.01,0,819.89,36,25134,1,590832,B6
25135,1/10/2010,1/12/2019,9200,11.49,4.15,9200,0,202.29,60,25135,2,585291,B14
25136,1/10/2010,1/12/2019,6500,14.84,2.9,6500,0,224.82,36,25136,1,590817,B14
25137,1/10/2010,1/12/2019,2900,11.86,12.78,2900,0,64.31,60,25137,1,590494,B14
25138,1/10/2010,1/12/2019,7000,13.23,21.33,7000,0,236.64,36,25138,2,589635,B36
25139,1/10/2010,1/12/2019,18000,11.49,7.92,17999.99,0,395.78,60,25139,1,590784,B32
25140,1/10/2010,1/12/2019,12500,17.93,11.84,12500,0,316.95,60,25140,2,590764,B4
25141,1/10/2010,1/12/2019,2000,13.23,15.06,2000,0,67.61,36,25141,1,590742,B7
25142,1/10/2010,1/12/2019,10000,7.51,8.3,10000,0,311.11,36,25142,2,590275,B2
25143,1/10/2010,1/12/2019,24250,15.58,23.06,24250,0,847.54,36,25143,1,590714,B2
25144,1/10/2010,1/12/2019,5600,11.12,13.59,5600,0,183.66,36,25144,2,590666,B4
25145,1/10/2010,1/12/2019,10000,10.38,2.94,10000,0,324.46,36,25145,1,590617,B26
25146,1/10/2010,1/12/2019,5000,11.86,0.25,5000,0,165.74,36,25146,1,587091,B3
25147,1/10/2010,1/12/2019,5000,17.56,14.7,5000,0,125.78,60,25147,1,590571,B14
25148,1/10/2010,1/12/2019,24000,11.49,13.55,24000,0,791.32,36,25148,1,590564,B33
25149,1/10/2010,1/12/2019,3000,14.84,12.44,3000,0,103.77,36,25149,1,589902,B17
25150,1/10/2010,1/12/2019,6000,13.61,21.98,6000,0,203.94,36,25150,1,589891,B21
25151,1/10/2010,1/12/2019,5000,13.61,8.33,5000,0,115.34,60,25151,1,589858,B2
25152,1/10/2010,1/12/2019,2100,7.14,20.25,2100,0,64.98,36,25152,1,590496,B22
25153,1/10/2010,1/12/2019,2000,11.49,1.25,2000,0,65.95,36,25153,1,590495,B7
25154,1/10/2010,1/12/2019,15000,13.61,13.65,15000,0,509.83,36,25154,1,590474,B10
25155,1/10/2010,1/12/2019,4000,6.76,3.27,4000,0,123.07,36,25155,1,590278,B20
25156,1/10/2010,1/12/2019,20000,7.88,5.72,20000,0,625.63,36,25156,1,590471,B8
25157,1/10/2010,1/12/2019,5000,16.82,24.2,5000,0,123.78,60,25157,1,590467,B3
25158,1/10/2010,1/12/2019,5600,11.86,24.92,5600,0,185.63,36,25158,2,450302,B25
25159,1/10/2010,1/12/2019,18000,11.86,24.66,18000.01,0,399.13,60,25159,1,590433,B14
25160,1/10/2010,1/12/2019,8000,15.21,21.69,8000,0,191.21,60,25160,1,588220,B53
25161,1/10/2010,1/12/2019,10500,11.12,19.47,10500,0,228.93,60,25161,1,590382,B14
