LoanDetailsID,Year,Term,ApplicationType,LoanCondition
22941,2010, 36 months,INDIVIDUAL,Good Loan
22942,2010, 60 months,INDIVIDUAL,Good Loan
22943,2010, 36 months,INDIVIDUAL,Good Loan
22944,2010, 36 months,INDIVIDUAL,Bad Loan
22945,2010, 36 months,INDIVIDUAL,Good Loan
22946,2010, 60 months,INDIVIDUAL,Good Loan
22947,2010, 36 months,INDIVIDUAL,Good Loan
22948,2010, 36 months,INDIVIDUAL,Good Loan
22949,2010, 36 months,INDIVIDUAL,Bad Loan
22950,2010, 36 months,INDIVIDUAL,Good Loan
22951,2010, 60 months,INDIVIDUAL,Good Loan
22952,2010, 60 months,INDIVIDUAL,Good Loan
22953,2010, 60 months,INDIVIDUAL,Good Loan
22954,2010, 36 months,INDIVIDUAL,Good Loan
22955,2010, 60 months,INDIVIDUAL,Bad Loan
22956,2010, 60 months,INDIVIDUAL,Good Loan
22957,2010, 60 months,INDIVIDUAL,Good Loan
22958,2010, 36 months,INDIVIDUAL,Good Loan
22959,2010, 36 months,INDIVIDUAL,Bad Loan
22960,2010, 36 months,INDIVIDUAL,Good Loan
22961,2010, 36 months,INDIVIDUAL,Good Loan
22962,2010, 36 months,INDIVIDUAL,Good Loan
22963,2010, 60 months,INDIVIDUAL,Good Loan
22964,2010, 36 months,INDIVIDUAL,Good Loan
22965,2010, 60 months,INDIVIDUAL,Good Loan
22966,2010, 36 months,INDIVIDUAL,Good Loan
22967,2010, 36 months,INDIVIDUAL,Good Loan
22968,2010, 36 months,INDIVIDUAL,Bad Loan
22969,2010, 36 months,INDIVIDUAL,Good Loan
22970,2010, 60 months,INDIVIDUAL,Good Loan
22971,2010, 36 months,INDIVIDUAL,Good Loan
22972,2010, 60 months,INDIVIDUAL,Good Loan
22973,2010, 36 months,INDIVIDUAL,Good Loan
22974,2010, 36 months,INDIVIDUAL,Good Loan
22975,2010, 36 months,INDIVIDUAL,Good Loan
22976,2010, 36 months,INDIVIDUAL,Good Loan
22977,2010, 36 months,INDIVIDUAL,Good Loan
22978,2010, 36 months,INDIVIDUAL,Good Loan
22979,2010, 36 months,INDIVIDUAL,Good Loan
22980,2010, 60 months,INDIVIDUAL,Good Loan
22981,2010, 60 months,INDIVIDUAL,Good Loan
22982,2010, 36 months,INDIVIDUAL,Good Loan
22983,2010, 36 months,INDIVIDUAL,Good Loan
22984,2010, 36 months,INDIVIDUAL,Bad Loan
22985,2010, 60 months,INDIVIDUAL,Bad Loan
22986,2010, 36 months,INDIVIDUAL,Good Loan
22987,2010, 60 months,INDIVIDUAL,Good Loan
22988,2010, 36 months,INDIVIDUAL,Good Loan
22989,2010, 36 months,INDIVIDUAL,Good Loan
22990,2010, 36 months,INDIVIDUAL,Good Loan
22991,2010, 60 months,INDIVIDUAL,Bad Loan
22992,2010, 60 months,INDIVIDUAL,Good Loan
22993,2010, 60 months,INDIVIDUAL,Good Loan
22994,2010, 36 months,INDIVIDUAL,Good Loan
22995,2010, 36 months,INDIVIDUAL,Good Loan
22996,2010, 36 months,INDIVIDUAL,Bad Loan
22997,2010, 36 months,INDIVIDUAL,Bad Loan
22998,2010, 36 months,INDIVIDUAL,Good Loan
22999,2010, 36 months,INDIVIDUAL,Good Loan
23000,2010, 60 months,INDIVIDUAL,Good Loan
23001,2010, 36 months,INDIVIDUAL,Good Loan
23002,2010, 36 months,INDIVIDUAL,Good Loan
23003,2010, 36 months,INDIVIDUAL,Bad Loan
23004,2010, 60 months,INDIVIDUAL,Bad Loan
23005,2010, 36 months,INDIVIDUAL,Good Loan
23006,2010, 60 months,INDIVIDUAL,Good Loan
23007,2010, 36 months,INDIVIDUAL,Good Loan
23008,2010, 36 months,INDIVIDUAL,Good Loan
23009,2010, 60 months,INDIVIDUAL,Good Loan
23010,2010, 36 months,INDIVIDUAL,Good Loan
23011,2010, 36 months,INDIVIDUAL,Good Loan
23012,2010, 36 months,INDIVIDUAL,Good Loan
23013,2010, 36 months,INDIVIDUAL,Good Loan
23014,2010, 36 months,INDIVIDUAL,Good Loan
23015,2010, 60 months,INDIVIDUAL,Good Loan
23016,2010, 36 months,INDIVIDUAL,Good Loan
23017,2010, 60 months,INDIVIDUAL,Good Loan
23018,2010, 36 months,INDIVIDUAL,Good Loan
23019,2010, 36 months,INDIVIDUAL,Good Loan
23020,2010, 60 months,INDIVIDUAL,Bad Loan
23021,2010, 60 months,INDIVIDUAL,Bad Loan
23022,2010, 36 months,INDIVIDUAL,Good Loan
23023,2010, 36 months,INDIVIDUAL,Good Loan
23024,2010, 60 months,INDIVIDUAL,Good Loan
23025,2010, 60 months,INDIVIDUAL,Good Loan
23026,2010, 60 months,INDIVIDUAL,Good Loan
23027,2010, 36 months,INDIVIDUAL,Bad Loan
23028,2010, 60 months,INDIVIDUAL,Good Loan
23029,2010, 36 months,INDIVIDUAL,Good Loan
23030,2010, 60 months,INDIVIDUAL,Good Loan
23031,2010, 60 months,INDIVIDUAL,Good Loan
23032,2010, 36 months,INDIVIDUAL,Good Loan
23033,2010, 36 months,INDIVIDUAL,Good Loan
23034,2010, 36 months,INDIVIDUAL,Good Loan
23035,2010, 36 months,INDIVIDUAL,Good Loan
23036,2010, 36 months,INDIVIDUAL,Good Loan
23037,2010, 36 months,INDIVIDUAL,Good Loan
23038,2010, 60 months,INDIVIDUAL,Bad Loan
23039,2010, 60 months,INDIVIDUAL,Good Loan
23040,2010, 36 months,INDIVIDUAL,Good Loan
23041,2010, 36 months,INDIVIDUAL,Good Loan
23042,2010, 36 months,INDIVIDUAL,Bad Loan
23043,2010, 60 months,INDIVIDUAL,Bad Loan
23044,2010, 36 months,INDIVIDUAL,Good Loan
23045,2010, 36 months,INDIVIDUAL,Good Loan
23046,2010, 36 months,INDIVIDUAL,Good Loan
23047,2010, 36 months,INDIVIDUAL,Good Loan
23048,2010, 36 months,INDIVIDUAL,Good Loan
23049,2010, 60 months,INDIVIDUAL,Good Loan
23050,2010, 36 months,INDIVIDUAL,Good Loan
23051,2010, 60 months,INDIVIDUAL,Good Loan
23052,2010, 36 months,INDIVIDUAL,Good Loan
23053,2010, 36 months,INDIVIDUAL,Good Loan
23054,2010, 36 months,INDIVIDUAL,Good Loan
23055,2010, 36 months,INDIVIDUAL,Bad Loan
23056,2010, 36 months,INDIVIDUAL,Good Loan
23057,2010, 36 months,INDIVIDUAL,Bad Loan
23058,2010, 60 months,INDIVIDUAL,Bad Loan
23059,2010, 60 months,INDIVIDUAL,Bad Loan
23060,2010, 36 months,INDIVIDUAL,Good Loan
23061,2010, 60 months,INDIVIDUAL,Bad Loan
23062,2010, 36 months,INDIVIDUAL,Good Loan
23063,2010, 36 months,INDIVIDUAL,Good Loan
23064,2010, 36 months,INDIVIDUAL,Good Loan
23065,2010, 36 months,INDIVIDUAL,Good Loan
23066,2010, 36 months,INDIVIDUAL,Bad Loan
23067,2010, 60 months,INDIVIDUAL,Good Loan
23068,2010, 60 months,INDIVIDUAL,Good Loan
23069,2010, 36 months,INDIVIDUAL,Good Loan
23070,2010, 60 months,INDIVIDUAL,Bad Loan
23071,2010, 36 months,INDIVIDUAL,Good Loan
23072,2010, 36 months,INDIVIDUAL,Good Loan
23073,2010, 60 months,INDIVIDUAL,Good Loan
23074,2010, 36 months,INDIVIDUAL,Good Loan
23075,2010, 60 months,INDIVIDUAL,Good Loan
23076,2010, 36 months,INDIVIDUAL,Good Loan
23077,2010, 36 months,INDIVIDUAL,Bad Loan
23078,2010, 36 months,INDIVIDUAL,Good Loan
23079,2010, 36 months,INDIVIDUAL,Good Loan
23080,2010, 36 months,INDIVIDUAL,Good Loan
23081,2010, 60 months,INDIVIDUAL,Good Loan
23082,2010, 36 months,INDIVIDUAL,Good Loan
23083,2010, 36 months,INDIVIDUAL,Good Loan
23084,2010, 36 months,INDIVIDUAL,Good Loan
23085,2010, 36 months,INDIVIDUAL,Good Loan
23086,2010, 60 months,INDIVIDUAL,Bad Loan
23087,2010, 36 months,INDIVIDUAL,Good Loan
23088,2010, 36 months,INDIVIDUAL,Good Loan
23089,2010, 36 months,INDIVIDUAL,Good Loan
23090,2010, 36 months,INDIVIDUAL,Good Loan
23091,2010, 36 months,INDIVIDUAL,Good Loan
23092,2010, 60 months,INDIVIDUAL,Good Loan
23093,2010, 36 months,INDIVIDUAL,Good Loan
23094,2010, 36 months,INDIVIDUAL,Good Loan
23095,2010, 36 months,INDIVIDUAL,Good Loan
23096,2010, 36 months,INDIVIDUAL,Good Loan
23097,2010, 36 months,INDIVIDUAL,Good Loan
23098,2010, 60 months,INDIVIDUAL,Good Loan
23099,2010, 36 months,INDIVIDUAL,Good Loan
23100,2010, 60 months,INDIVIDUAL,Good Loan
23101,2010, 36 months,INDIVIDUAL,Good Loan
23102,2010, 60 months,INDIVIDUAL,Good Loan
23103,2010, 36 months,INDIVIDUAL,Good Loan
23104,2010, 36 months,INDIVIDUAL,Bad Loan
23105,2010, 36 months,INDIVIDUAL,Good Loan
23106,2010, 36 months,INDIVIDUAL,Good Loan
23107,2010, 36 months,INDIVIDUAL,Good Loan
23108,2010, 60 months,INDIVIDUAL,Good Loan
23109,2010, 60 months,INDIVIDUAL,Good Loan
23110,2010, 36 months,INDIVIDUAL,Bad Loan
23111,2010, 60 months,INDIVIDUAL,Good Loan
23112,2010, 36 months,INDIVIDUAL,Good Loan
23113,2010, 60 months,INDIVIDUAL,Good Loan
23114,2010, 36 months,INDIVIDUAL,Good Loan
23115,2010, 60 months,INDIVIDUAL,Good Loan
23116,2010, 60 months,INDIVIDUAL,Good Loan
23117,2010, 60 months,INDIVIDUAL,Good Loan
23118,2010, 36 months,INDIVIDUAL,Good Loan
23119,2010, 36 months,INDIVIDUAL,Good Loan
23120,2010, 36 months,INDIVIDUAL,Good Loan
23121,2010, 36 months,INDIVIDUAL,Good Loan
23122,2010, 36 months,INDIVIDUAL,Good Loan
23123,2010, 36 months,INDIVIDUAL,Good Loan
23124,2010, 36 months,INDIVIDUAL,Good Loan
23125,2010, 60 months,INDIVIDUAL,Good Loan
23126,2010, 60 months,INDIVIDUAL,Good Loan
23127,2010, 36 months,INDIVIDUAL,Good Loan
23128,2010, 60 months,INDIVIDUAL,Good Loan
23129,2010, 36 months,INDIVIDUAL,Good Loan
23130,2010, 36 months,INDIVIDUAL,Good Loan
23131,2010, 36 months,INDIVIDUAL,Good Loan
23132,2010, 36 months,INDIVIDUAL,Good Loan
23133,2010, 60 months,INDIVIDUAL,Good Loan
23134,2010, 60 months,INDIVIDUAL,Good Loan
23135,2010, 60 months,INDIVIDUAL,Good Loan
23136,2010, 60 months,INDIVIDUAL,Good Loan
23137,2010, 36 months,INDIVIDUAL,Good Loan
23138,2010, 36 months,INDIVIDUAL,Good Loan
23139,2010, 36 months,INDIVIDUAL,Good Loan
23140,2010, 36 months,INDIVIDUAL,Good Loan
23141,2010, 36 months,INDIVIDUAL,Good Loan
23142,2010, 60 months,INDIVIDUAL,Good Loan
23143,2010, 36 months,INDIVIDUAL,Good Loan
23144,2010, 60 months,INDIVIDUAL,Good Loan
23145,2010, 60 months,INDIVIDUAL,Bad Loan
23146,2010, 36 months,INDIVIDUAL,Good Loan
23147,2010, 36 months,INDIVIDUAL,Good Loan
23148,2010, 60 months,INDIVIDUAL,Bad Loan
23149,2010, 36 months,INDIVIDUAL,Good Loan
23150,2010, 36 months,INDIVIDUAL,Good Loan
23151,2010, 36 months,INDIVIDUAL,Good Loan
23152,2010, 36 months,INDIVIDUAL,Good Loan
23153,2010, 36 months,INDIVIDUAL,Good Loan
23154,2010, 36 months,INDIVIDUAL,Good Loan
23155,2010, 36 months,INDIVIDUAL,Good Loan
23156,2010, 60 months,INDIVIDUAL,Good Loan
23157,2010, 60 months,INDIVIDUAL,Bad Loan
23158,2010, 36 months,INDIVIDUAL,Good Loan
23159,2010, 36 months,INDIVIDUAL,Good Loan
23160,2010, 36 months,INDIVIDUAL,Good Loan
23161,2010, 60 months,INDIVIDUAL,Good Loan
23162,2010, 36 months,INDIVIDUAL,Good Loan
23163,2010, 60 months,INDIVIDUAL,Bad Loan
23164,2010, 36 months,INDIVIDUAL,Good Loan
23165,2010, 36 months,INDIVIDUAL,Good Loan
23166,2010, 36 months,INDIVIDUAL,Good Loan
23167,2010, 60 months,INDIVIDUAL,Good Loan
23168,2010, 36 months,INDIVIDUAL,Good Loan
23169,2010, 36 months,INDIVIDUAL,Good Loan
23170,2010, 36 months,INDIVIDUAL,Good Loan
23171,2010, 36 months,INDIVIDUAL,Bad Loan
23172,2010, 36 months,INDIVIDUAL,Good Loan
23173,2010, 60 months,INDIVIDUAL,Good Loan
23174,2010, 36 months,INDIVIDUAL,Good Loan
23175,2010, 36 months,INDIVIDUAL,Bad Loan
23176,2010, 60 months,INDIVIDUAL,Good Loan
23177,2010, 36 months,INDIVIDUAL,Bad Loan
23178,2010, 36 months,INDIVIDUAL,Good Loan
23179,2010, 60 months,INDIVIDUAL,Good Loan
23180,2010, 60 months,INDIVIDUAL,Good Loan
23181,2010, 36 months,INDIVIDUAL,Good Loan
23182,2010, 36 months,INDIVIDUAL,Good Loan
23183,2010, 36 months,INDIVIDUAL,Good Loan
23184,2010, 36 months,INDIVIDUAL,Good Loan
23185,2010, 36 months,INDIVIDUAL,Good Loan
23186,2010, 36 months,INDIVIDUAL,Good Loan
23187,2010, 36 months,INDIVIDUAL,Good Loan
23188,2010, 60 months,INDIVIDUAL,Bad Loan
23189,2010, 36 months,INDIVIDUAL,Good Loan
23190,2010, 60 months,INDIVIDUAL,Good Loan
23191,2010, 36 months,INDIVIDUAL,Good Loan
23192,2010, 36 months,INDIVIDUAL,Good Loan
23193,2010, 36 months,INDIVIDUAL,Good Loan
23194,2010, 60 months,INDIVIDUAL,Bad Loan
23195,2010, 36 months,INDIVIDUAL,Good Loan
23196,2010, 36 months,INDIVIDUAL,Good Loan
23197,2010, 36 months,INDIVIDUAL,Good Loan
23198,2010, 60 months,INDIVIDUAL,Good Loan
23199,2010, 36 months,INDIVIDUAL,Good Loan
23200,2010, 36 months,INDIVIDUAL,Good Loan
23201,2010, 36 months,INDIVIDUAL,Good Loan
23202,2010, 60 months,INDIVIDUAL,Good Loan
23203,2010, 60 months,INDIVIDUAL,Good Loan
23204,2010, 36 months,INDIVIDUAL,Good Loan
23205,2010, 36 months,INDIVIDUAL,Good Loan
23206,2010, 36 months,INDIVIDUAL,Good Loan
23207,2010, 36 months,INDIVIDUAL,Good Loan
23208,2010, 60 months,INDIVIDUAL,Bad Loan
23209,2010, 36 months,INDIVIDUAL,Bad Loan
23210,2010, 36 months,INDIVIDUAL,Good Loan
23211,2010, 36 months,INDIVIDUAL,Good Loan
23212,2010, 36 months,INDIVIDUAL,Good Loan
23213,2010, 60 months,INDIVIDUAL,Good Loan
23214,2010, 60 months,INDIVIDUAL,Bad Loan
23215,2010, 36 months,INDIVIDUAL,Good Loan
23216,2010, 36 months,INDIVIDUAL,Good Loan
23217,2010, 36 months,INDIVIDUAL,Good Loan
23218,2010, 36 months,INDIVIDUAL,Good Loan
23219,2010, 60 months,INDIVIDUAL,Bad Loan
23220,2010, 36 months,INDIVIDUAL,Good Loan
23221,2010, 36 months,INDIVIDUAL,Good Loan
23222,2010, 36 months,INDIVIDUAL,Good Loan
23223,2010, 36 months,INDIVIDUAL,Good Loan
23224,2010, 36 months,INDIVIDUAL,Good Loan
23225,2010, 36 months,INDIVIDUAL,Good Loan
23226,2010, 60 months,INDIVIDUAL,Good Loan
23227,2010, 36 months,INDIVIDUAL,Bad Loan
23228,2010, 60 months,INDIVIDUAL,Good Loan
23229,2010, 36 months,INDIVIDUAL,Good Loan
23230,2010, 60 months,INDIVIDUAL,Good Loan
23231,2010, 60 months,INDIVIDUAL,Good Loan
23232,2010, 60 months,INDIVIDUAL,Good Loan
23233,2010, 60 months,INDIVIDUAL,Good Loan
23234,2010, 36 months,INDIVIDUAL,Good Loan
23235,2010, 36 months,INDIVIDUAL,Good Loan
23236,2010, 36 months,INDIVIDUAL,Good Loan
23237,2010, 36 months,INDIVIDUAL,Good Loan
23238,2010, 60 months,INDIVIDUAL,Good Loan
23239,2010, 60 months,INDIVIDUAL,Good Loan
23240,2010, 60 months,INDIVIDUAL,Good Loan
23241,2010, 36 months,INDIVIDUAL,Good Loan
23242,2010, 60 months,INDIVIDUAL,Good Loan
23243,2010, 36 months,INDIVIDUAL,Good Loan
23244,2010, 36 months,INDIVIDUAL,Good Loan
23245,2010, 36 months,INDIVIDUAL,Good Loan
23246,2010, 60 months,INDIVIDUAL,Good Loan
23247,2010, 36 months,INDIVIDUAL,Good Loan
23248,2010, 36 months,INDIVIDUAL,Good Loan
23249,2010, 60 months,INDIVIDUAL,Bad Loan
23250,2010, 36 months,INDIVIDUAL,Good Loan
23251,2010, 36 months,INDIVIDUAL,Good Loan
23252,2010, 36 months,INDIVIDUAL,Good Loan
23253,2010, 36 months,INDIVIDUAL,Good Loan
23254,2010, 36 months,INDIVIDUAL,Good Loan
23255,2010, 36 months,INDIVIDUAL,Good Loan
23256,2010, 36 months,INDIVIDUAL,Good Loan
23257,2010, 36 months,INDIVIDUAL,Bad Loan
23258,2010, 36 months,INDIVIDUAL,Good Loan
23259,2010, 36 months,INDIVIDUAL,Good Loan
23260,2010, 60 months,INDIVIDUAL,Good Loan
23261,2010, 36 months,INDIVIDUAL,Good Loan
23262,2010, 60 months,INDIVIDUAL,Good Loan
23263,2010, 36 months,INDIVIDUAL,Good Loan
23264,2010, 36 months,INDIVIDUAL,Good Loan
23265,2010, 60 months,INDIVIDUAL,Good Loan
23266,2010, 36 months,INDIVIDUAL,Good Loan
23267,2010, 36 months,INDIVIDUAL,Good Loan
23268,2010, 36 months,INDIVIDUAL,Good Loan
23269,2010, 60 months,INDIVIDUAL,Good Loan
23270,2010, 36 months,INDIVIDUAL,Good Loan
23271,2010, 60 months,INDIVIDUAL,Good Loan
23272,2010, 36 months,INDIVIDUAL,Good Loan
23273,2010, 36 months,INDIVIDUAL,Good Loan
23274,2010, 36 months,INDIVIDUAL,Good Loan
23275,2010, 36 months,INDIVIDUAL,Good Loan
23276,2010, 60 months,INDIVIDUAL,Good Loan
23277,2010, 36 months,INDIVIDUAL,Good Loan
23278,2010, 36 months,INDIVIDUAL,Good Loan
23279,2010, 36 months,INDIVIDUAL,Good Loan
23280,2010, 36 months,INDIVIDUAL,Good Loan
23281,2010, 60 months,INDIVIDUAL,Good Loan
23282,2010, 36 months,INDIVIDUAL,Good Loan
23283,2010, 36 months,INDIVIDUAL,Good Loan
23284,2010, 60 months,INDIVIDUAL,Good Loan
23285,2010, 60 months,INDIVIDUAL,Bad Loan
23286,2010, 60 months,INDIVIDUAL,Good Loan
23287,2010, 60 months,INDIVIDUAL,Good Loan
23288,2010, 36 months,INDIVIDUAL,Good Loan
23289,2010, 60 months,INDIVIDUAL,Good Loan
23290,2010, 36 months,INDIVIDUAL,Good Loan
23291,2010, 36 months,INDIVIDUAL,Good Loan
23292,2010, 36 months,INDIVIDUAL,Good Loan
23293,2010, 36 months,INDIVIDUAL,Good Loan
23294,2010, 36 months,INDIVIDUAL,Good Loan
23295,2010, 36 months,INDIVIDUAL,Good Loan
23296,2010, 36 months,INDIVIDUAL,Bad Loan
23297,2010, 36 months,INDIVIDUAL,Good Loan
23298,2010, 36 months,INDIVIDUAL,Good Loan
23299,2010, 36 months,INDIVIDUAL,Good Loan
23300,2010, 36 months,INDIVIDUAL,Good Loan
23301,2010, 60 months,INDIVIDUAL,Good Loan
23302,2010, 36 months,INDIVIDUAL,Good Loan
23303,2010, 60 months,INDIVIDUAL,Good Loan
23304,2010, 60 months,INDIVIDUAL,Bad Loan
23305,2010, 36 months,INDIVIDUAL,Good Loan
23306,2010, 60 months,INDIVIDUAL,Good Loan
23307,2010, 36 months,INDIVIDUAL,Good Loan
23308,2010, 60 months,INDIVIDUAL,Good Loan
23309,2010, 36 months,INDIVIDUAL,Good Loan
23310,2010, 36 months,INDIVIDUAL,Good Loan
23311,2010, 36 months,INDIVIDUAL,Good Loan
23312,2010, 36 months,INDIVIDUAL,Bad Loan
23313,2010, 60 months,INDIVIDUAL,Good Loan
23314,2010, 60 months,INDIVIDUAL,Good Loan
23315,2010, 36 months,INDIVIDUAL,Good Loan
23316,2010, 60 months,INDIVIDUAL,Good Loan
23317,2010, 60 months,INDIVIDUAL,Good Loan
23318,2010, 36 months,INDIVIDUAL,Good Loan
23319,2010, 36 months,INDIVIDUAL,Good Loan
23320,2010, 60 months,INDIVIDUAL,Bad Loan
23321,2010, 36 months,INDIVIDUAL,Good Loan
23322,2010, 36 months,INDIVIDUAL,Good Loan
23323,2010, 36 months,INDIVIDUAL,Good Loan
23324,2010, 36 months,INDIVIDUAL,Good Loan
23325,2010, 60 months,INDIVIDUAL,Good Loan
23326,2010, 60 months,INDIVIDUAL,Good Loan
23327,2010, 60 months,INDIVIDUAL,Good Loan
23328,2010, 36 months,INDIVIDUAL,Bad Loan
23329,2010, 36 months,INDIVIDUAL,Good Loan
23330,2010, 36 months,INDIVIDUAL,Bad Loan
23331,2010, 36 months,INDIVIDUAL,Good Loan
23332,2010, 36 months,INDIVIDUAL,Good Loan
23333,2010, 36 months,INDIVIDUAL,Good Loan
23334,2010, 36 months,INDIVIDUAL,Good Loan
23335,2010, 36 months,INDIVIDUAL,Bad Loan
23336,2010, 36 months,INDIVIDUAL,Good Loan
23337,2010, 60 months,INDIVIDUAL,Good Loan
23338,2010, 60 months,INDIVIDUAL,Good Loan
23339,2010, 36 months,INDIVIDUAL,Good Loan
23340,2010, 36 months,INDIVIDUAL,Good Loan
23341,2010, 60 months,INDIVIDUAL,Good Loan
23342,2010, 60 months,INDIVIDUAL,Good Loan
23343,2010, 36 months,INDIVIDUAL,Good Loan
23344,2010, 60 months,INDIVIDUAL,Good Loan
23345,2010, 60 months,INDIVIDUAL,Good Loan
23346,2010, 36 months,INDIVIDUAL,Good Loan
23347,2010, 36 months,INDIVIDUAL,Good Loan
23348,2010, 36 months,INDIVIDUAL,Good Loan
23349,2010, 36 months,INDIVIDUAL,Good Loan
23350,2010, 36 months,INDIVIDUAL,Good Loan
23351,2010, 36 months,INDIVIDUAL,Good Loan
23352,2010, 36 months,INDIVIDUAL,Good Loan
23353,2010, 36 months,INDIVIDUAL,Good Loan
23354,2010, 36 months,INDIVIDUAL,Good Loan
23355,2010, 36 months,INDIVIDUAL,Good Loan
23356,2010, 36 months,INDIVIDUAL,Good Loan
23357,2010, 60 months,INDIVIDUAL,Bad Loan
23358,2010, 36 months,INDIVIDUAL,Good Loan
23359,2010, 60 months,INDIVIDUAL,Good Loan
23360,2010, 36 months,INDIVIDUAL,Good Loan
23361,2010, 36 months,INDIVIDUAL,Good Loan
23362,2010, 60 months,INDIVIDUAL,Good Loan
23363,2010, 60 months,INDIVIDUAL,Bad Loan
23364,2010, 36 months,INDIVIDUAL,Good Loan
23365,2010, 36 months,INDIVIDUAL,Good Loan
23366,2010, 60 months,INDIVIDUAL,Good Loan
23367,2010, 36 months,INDIVIDUAL,Good Loan
23368,2010, 36 months,INDIVIDUAL,Good Loan
23369,2010, 60 months,INDIVIDUAL,Good Loan
23370,2010, 60 months,INDIVIDUAL,Good Loan
23371,2010, 60 months,INDIVIDUAL,Good Loan
23372,2010, 60 months,INDIVIDUAL,Bad Loan
23373,2010, 36 months,INDIVIDUAL,Good Loan
23374,2010, 36 months,INDIVIDUAL,Good Loan
23375,2010, 60 months,INDIVIDUAL,Good Loan
23376,2010, 60 months,INDIVIDUAL,Good Loan
23377,2010, 36 months,INDIVIDUAL,Good Loan
23378,2010, 36 months,INDIVIDUAL,Good Loan
23379,2010, 36 months,INDIVIDUAL,Good Loan
23380,2010, 36 months,INDIVIDUAL,Good Loan
23381,2010, 36 months,INDIVIDUAL,Good Loan
23382,2010, 36 months,INDIVIDUAL,Good Loan
23383,2010, 60 months,INDIVIDUAL,Good Loan
23384,2010, 36 months,INDIVIDUAL,Good Loan
23385,2010, 60 months,INDIVIDUAL,Bad Loan
23386,2010, 36 months,INDIVIDUAL,Good Loan
23387,2010, 60 months,INDIVIDUAL,Good Loan
23388,2010, 36 months,INDIVIDUAL,Good Loan
23389,2010, 36 months,INDIVIDUAL,Good Loan
23390,2010, 36 months,INDIVIDUAL,Good Loan
23391,2010, 36 months,INDIVIDUAL,Good Loan
23392,2010, 36 months,INDIVIDUAL,Good Loan
23393,2010, 36 months,INDIVIDUAL,Good Loan
23394,2010, 36 months,INDIVIDUAL,Good Loan
23395,2010, 36 months,INDIVIDUAL,Good Loan
23396,2010, 36 months,INDIVIDUAL,Good Loan
23397,2010, 60 months,INDIVIDUAL,Good Loan
23398,2010, 36 months,INDIVIDUAL,Good Loan
23399,2010, 36 months,INDIVIDUAL,Good Loan
23400,2010, 60 months,INDIVIDUAL,Good Loan
23401,2010, 36 months,INDIVIDUAL,Good Loan
23402,2010, 60 months,INDIVIDUAL,Good Loan
23403,2010, 36 months,INDIVIDUAL,Bad Loan
23404,2010, 36 months,INDIVIDUAL,Good Loan
23405,2010, 36 months,INDIVIDUAL,Good Loan
23406,2010, 60 months,INDIVIDUAL,Good Loan
23407,2010, 36 months,INDIVIDUAL,Good Loan
23408,2010, 36 months,INDIVIDUAL,Good Loan
23409,2010, 60 months,INDIVIDUAL,Bad Loan
23410,2010, 36 months,INDIVIDUAL,Good Loan
23411,2010, 36 months,INDIVIDUAL,Good Loan
23412,2010, 36 months,INDIVIDUAL,Good Loan
23413,2010, 36 months,INDIVIDUAL,Good Loan
23414,2010, 36 months,INDIVIDUAL,Good Loan
23415,2010, 36 months,INDIVIDUAL,Good Loan
23416,2010, 36 months,INDIVIDUAL,Good Loan
23417,2010, 36 months,INDIVIDUAL,Good Loan
23418,2010, 36 months,INDIVIDUAL,Good Loan
23419,2010, 36 months,INDIVIDUAL,Good Loan
23420,2010, 60 months,INDIVIDUAL,Good Loan
23421,2010, 60 months,INDIVIDUAL,Good Loan
23422,2010, 60 months,INDIVIDUAL,Bad Loan
23423,2010, 36 months,INDIVIDUAL,Good Loan
23424,2010, 60 months,INDIVIDUAL,Bad Loan
23425,2010, 36 months,INDIVIDUAL,Good Loan
23426,2010, 36 months,INDIVIDUAL,Good Loan
23427,2010, 36 months,INDIVIDUAL,Good Loan
23428,2010, 36 months,INDIVIDUAL,Good Loan
23429,2010, 36 months,INDIVIDUAL,Good Loan
23430,2010, 60 months,INDIVIDUAL,Good Loan
23431,2010, 36 months,INDIVIDUAL,Good Loan
23432,2010, 60 months,INDIVIDUAL,Good Loan
23433,2010, 60 months,INDIVIDUAL,Good Loan
23434,2010, 36 months,INDIVIDUAL,Good Loan
23435,2010, 36 months,INDIVIDUAL,Good Loan
23436,2010, 36 months,INDIVIDUAL,Good Loan
23437,2010, 60 months,INDIVIDUAL,Good Loan
23438,2010, 60 months,INDIVIDUAL,Good Loan
23439,2010, 36 months,INDIVIDUAL,Bad Loan
23440,2010, 36 months,INDIVIDUAL,Good Loan
23441,2010, 36 months,INDIVIDUAL,Good Loan
23442,2010, 36 months,INDIVIDUAL,Good Loan
23443,2010, 36 months,INDIVIDUAL,Good Loan
23444,2010, 36 months,INDIVIDUAL,Good Loan
23445,2010, 36 months,INDIVIDUAL,Good Loan
23446,2010, 60 months,INDIVIDUAL,Good Loan
23447,2010, 60 months,INDIVIDUAL,Good Loan
23448,2010, 36 months,INDIVIDUAL,Good Loan
23449,2010, 36 months,INDIVIDUAL,Bad Loan
23450,2010, 36 months,INDIVIDUAL,Good Loan
23451,2010, 36 months,INDIVIDUAL,Good Loan
23452,2010, 36 months,INDIVIDUAL,Bad Loan
23453,2010, 36 months,INDIVIDUAL,Good Loan
23454,2010, 36 months,INDIVIDUAL,Good Loan
23455,2010, 36 months,INDIVIDUAL,Good Loan
